Animal,Target,time:30_dist/30s,time:60_dist/30s,time:90_dist/30s,time:120_dist/30s,time:150_dist/30s,time:30_total_dist/30s,time:60_total_dist/30s,time:90_total_dist/30s,time:120_total_dist/30s,time:150_total_dist/30s,time: 30_total_laps30s,time: 60_total_laps30s,time: 90_total_laps30s,time: 120_total_laps30s,time: 150_total_laps30s
top,,29.79459766875424,9.502694045317691,30.091796812311845,32.3472408172865,35.401923918084705,29.79459766875424,39.2972917140719,69.38908852638363,101.73632934366981,137.1382532617543,0,0,0,0,0
bot,,34.68281541436711,29.613891030768162,18.577946059446493,8.247148696005826,29.023248784556042,34.68281541436711,64.29670644513516,82.8746525045817,91.12180120058753,120.1450499851433,0,0,0,0,0
